"DIRECTORIO";"NRO_ENCUESTA";"SECUENCIA_ENCUESTA";"SECUENCIA_P";"ORDEN";"FEX_C";"P566";"P1260";"P1263";"P1219S1";"P1219S2";"P1219S3";"P1219S4";"P1219S5";"P1219S6";"P1219S7";"P524";"P1252";"P1262";"P1253";"P1256";"P1247";"P1246S1";"P1246S2";"P1246S3";"P1246S5";"P1246S6";"P1232S1";"P1232S2";"P1232S3";"P1232S4";"P1232S5";"P1232S6";"P1232S7";"P1595";"P1238";"P571";"P572";"P573";"P1111";"P1596";"P1597";"P1110";"P1233"
542411;237;1;1;1;990.168573558135;7;2;1;;;;;;;1;4e+05;4;1;3;3;2;;;;;;2;2;2;2;2;1;;2;1;1;5;1;1;;;;2
542518;237;1;1;1;611.517513662126;6;3;2;;;;;;;;6e+05;6;1;1;6;2;;;;;;;2;;2;2;;2;1;1;1;2;2;2;1;;;2
542625;237;1;1;1;558.683863862639;1;3;2;;;;;;;;4e+05;4;1;3;1;2;;;;;;;2;;2;2;;;2;1;1;1;1;5;2;4;;2
542646;237;1;1;1;1294.77101835676;11;2;2;;;;;;;;6e+05;4;2;1;5;2;;;;;;;2;;2;2;;2;2;2;;;;;;;3;2
542684;237;1;1;1;432.088735397631;1;1;2;;;;;;;;1.5e+07;5;2;3;1;2;;;;;;;2;;2;2;;;2;1;1;2;2;5;2;3;;2
542805;237;3;1;3;76.6768134329372;5;1;1;;1;;;;;;650000;4;1;2;1;2;;;;;;2;2;2;1;2;1;;2;1;2;3;1;1;1;;;2
542806;237;2;1;2;89.5978661516884;3;1;1;;;;;;1;;3e+06;5;2;3;3;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;7;2
542866;237;3;1;3;117.735971079009;5;3;2;;;;;;;;3e+05;3;1;4;2;;;;;;;;2;;2;2;;;2;2;;;;;;;5;2
543123;237;1;1;1;220.308720655705;8;1;1;;;;;1;;;120000;4;1;2;1;2;;;;;;2;2;2;2;2;1;;2;2;;;;;;;5;2
543133;237;1;1;1;348.794252139075;3;2;2;;;;;;;;3e+06;2;2;4;1;1;1;2;2;2;2;;1;;2;2;;;2;1;1;2;2;5;1;;;2
543153;237;1;1;1;338.820634641507;8;3;2;;;;;;;;230000;4;1;1;2;2;;;;;;;2;;2;2;;;2;2;;;;;;;7;2
543175;237;1;1;1;254.97475593757;6;3;2;;;;;;;;50000;2;1;4;1;1;2;1;2;2;2;;1;;2;2;;;2;2;;;;;;;5;2
543185;237;2;1;2;84.8457564434726;9;2;1;;1;;;;;;150000;4;1;2;1;2;;;;;;2;2;2;1;2;1;;2;2;;;;;;;3;2
543188;237;1;1;1;43.7378765556192;3;1;1;;1;;;;;;1e+05;4;1;3;1;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;3;2
543275;237;1;1;1;41.932904766388;12;2;2;;;;;;;;3e+06;4;1;4;1;2;;;;;;;2;;2;2;;;1;1;1;2;2;4;1;;;2
543318;237;1;1;1;41.8493963665184;2;3;2;;;;;;;;3e+05;4;1;2;1;2;;;;;;;2;;2;2;;;2;2;;;;;;;7;2
543385;237;1;1;1;39.2778408165973;10;1;1;;1;;;;;;250000;4;1;4;1;2;;;;;;2;2;1;2;2;1;;2;2;;;;;;;1;2
543502;237;1;1;1;61.2599253112343;8;2;1;;1;;;;;;50000;5;1;3;3;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;6;2
543670;237;3;1;3;64.1406811301615;8;3;2;;;;;;;;3e+05;2;1;4;1;1;2;1;2;2;2;;2;;2;2;;;2;2;;;;;;;5;2
543837;237;4;1;4;498.65827906641;6;1;2;;;;;;;;99;2;1;1;5;1;2;2;2;2;2;;2;;2;2;;2;1;1;1;2;2;5;1;;;2
544149;237;5;1;5;49.1100349494608;8;2;1;;1;;;;;;53000;3;1;4;2;;;;;;;2;2;2;2;2;1;;1;1;1;1;1;5;1;;;2
544459;237;4;2;1;1829.45988790219;1;1;1;;1;;;;;;98;3;1;4;1;;;;;;;2;2;2;2;2;1;;2;2;;;;;;;3;2
544541;237;2;1;2;1047.68559367315;6;1;1;;1;;;;;;3e+05;5;1;4;1;2;;;;;;2;2;1;2;2;2;;1;1;1;1;1;5;2;4;;2
544546;237;1;1;1;970.960048790173;7;1;1;;1;;;;;;3e+05;5;1;1;1;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;3;2
544552;237;3;1;3;1101.64548808022;9;3;2;;;;;;;;5e+05;4;1;4;3;2;;;;;;;2;;1;2;;;2;1;1;4;;5;;;;1
544584;237;1;1;1;979.451147926706;9;1;2;;;;;;;;2.8e+07;2;1;4;1;1;1;2;2;2;2;;2;;2;2;;;2;2;;;;;;;3;2
544631;237;1;1;1;986.061149094798;3;1;1;1;;;;;;;3500000;4;1;3;1;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;4;2
544636;237;1;1;1;1131.60352525083;10;1;1;;1;;;;;;99;4;1;9;1;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;5;2
544679;237;2;1;2;910.694039578186;2;3;2;;;;;;;;2e+05;3;1;2;1;;;;;;;;2;;2;2;;;2;2;;;;;;;4;2
544680;237;1;1;1;1071.15264642132;3;2;2;;;;;;;;6e+06;3;1;3;1;;;;;;;;1;;2;2;;;2;1;1;2;1;1;1;;;2
544711;237;1;1;1;1050.60190247776;3;1;1;1;;;;;;;120000;4;1;4;1;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;3;2
544742;237;1;1;1;43.5299718881092;8;1;1;;;;;;1;;5e+05;5;1;3;1;2;;;;;;2;2;1;2;2;1;2;2;2;;;;;;;5;2
544743;237;2;1;2;43.8909235269269;5;3;2;;;;;;;;2e+05;4;1;4;7;2;;;;;;;2;;2;2;;2;2;2;;;;;;;9;1
545291;237;1;1;1;82.1316403635235;12;1;1;;1;;;;;;1e+06;4;1;2;1;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;7;2
545296;237;1;1;1;89.5978661516884;1;1;1;;1;;;;;;70000;4;1;2;1;2;;;;;;2;2;2;2;1;1;;2;2;;;;;;;5;2
545382;237;1;1;1;307.211320212695;7;3;2;;;;;;;;1e+05;2;1;4;1;1;1;2;2;2;2;;2;;2;2;;;2;2;;;;;;;5;2
545386;237;1;1;1;276.065345813144;7;2;2;;;;;;;;2500000;3;1;3;3;;;;;;;;2;;2;2;;;2;1;1;2;1;5;1;;;2
545392;237;1;1;1;233.072478485928;8;1;1;;;;;;;1;4e+05;4;1;3;2;2;;;;;;2;2;2;2;2;1;;2;2;;;;;;;5;2
545400;237;1;1;1;349.812656880533;11;1;1;;1;;;;;;220000;3;1;2;1;;;;;;;2;2;2;2;2;2;;2;2;;;;;;;3;2
545406;237;1;1;1;274.244036367942;12;1;1;;;;;1;;;190000;3;1;4;1;;;;;;;2;2;2;2;2;1;;2;2;;;;;;;4;2
545438;237;2;1;2;280.856311561282;3;1;1;;1;;;;;;150000;3;1;3;1;;;;;;;2;2;2;2;2;1;;2;2;;;;;;;5;2
545469;237;3;1;3;218.101022732918;10;2;2;;;;;;;;6e+06;2;1;4;1;1;1;2;2;2;2;;2;;2;2;;;2;1;1;2;2;5;2;4;;1
545485;237;1;1;1;250.981397369468;11;1;1;;1;;;;;;99;4;1;3;2;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;4;2
545590;237;2;1;2;338.820634641507;9;1;1;;;;;1;;;1e+06;4;1;1;2;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;3;2
545679;237;2;1;2;43.0313951159272;6;2;1;1;;;;;;;60000;4;1;4;1;2;;;;;;2;2;2;2;2;1;;2;2;;;;;;;1;2
545696;237;1;1;1;41.8493963665184;12;2;1;;1;;;;;;30000;4;1;2;2;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;3;2
545923;237;1;1;1;66.799822264439;10;1;1;;;;;;;1;50000;4;1;3;1;2;;;;;;2;2;2;2;2;1;;2;2;;;;;;;7;2
546375;237;1;1;1;61.5228395238916;6;1;1;;1;;;;;;98;4;1;2;1;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;3;2
546401;237;1;1;1;130.230383385962;10;1;1;;1;;;;;;2e+05;3;1;2;1;;;;;;;2;2;2;1;2;1;;2;2;;;;;;;5;2
546862;237;1;1;1;338.192206872872;12;4;1;;1;;;;1;;6e+05;5;1;4;2;2;;;;;;2;2;2;2;2;1;;2;1;1;4;;2;;;;2
546865;237;3;1;3;549.117871436388;2;3;2;;;;;;;;2e+05;1;1;3;7;2;;;;;;;2;;2;2;;;2;2;;;;;;;7;2
547250;237;3;1;3;1020.38523801795;10;3;2;;;;;;;;1200000;4;1;3;3;2;;;;;;;1;;2;2;;;2;2;;;;;;;5;2
547256;237;3;1;3;1030.59841340158;11;3;2;;;;;;;;98;4;1;3;7;2;;;;;;;1;;2;2;;;2;1;1;1;1;5;2;2;;2
547328;237;1;1;1;1120.6274723302;6;2;2;;;;;;;;7500000;3;1;4;1;;;;;;;;2;;1;2;;;1;1;1;3;2;5;2;3;;2
547692;237;1;1;1;224.302079223807;9;3;2;;;;;;;;350000;2;1;1;1;2;;;;;;;1;;1;1;;;2;2;;;;;;;3;2
547699;237;1;1;1;254.97475593757;8;1;1;1;;;;;;;4e+05;5;1;3;3;9;;;;;;2;2;2;2;2;1;;2;2;;;;;;;5;2
547716;237;1;1;1;278.346027890015;6;1;1;;1;;;;;;99;4;1;2;1;2;;;;;;2;2;2;2;2;1;;2;2;;;;;;;4;2
547727;237;1;1;1;249.160087924266;10;1;1;;1;;;;;;1e+06;4;1;3;1;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;3;2
547931;237;1;1;1;60.1836583870191;6;1;1;;;;;;;1;2e+06;5;1;1;1;2;;;;;;2;2;2;2;2;1;;2;2;;;;;;;3;2
548061;237;1;1;1;62.2588767036537;7;2;1;;1;;;;;;98;4;1;3;2;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;1;2
548280;237;1;1;1;75.3531560675382;1;2;1;;1;;;;;;40000;4;1;4;2;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;3;2
548423;237;2;1;2;89.5978661516884;6;2;1;;;;1;;;;2e+05;4;1;4;1;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;3;2
548494;237;1;1;1;92.0464413358518;10;1;1;;1;;;;;;150000;4;1;3;1;2;;;;;;2;2;2;2;2;1;;2;2;;;;;;;3;2
548575;237;2;1;2;694.871553523771;8;1;1;;1;;;;;;7e+05;5;1;4;1;2;;;;;;2;2;2;2;2;1;2;2;1;1;4;;6;;;;2
549027;237;3;1;3;106.151870836998;2;1;1;;1;;;;;;3e+05;4;1;3;1;2;;;;;;2;2;2;2;2;2;;2;1;1;5;1;1;;;;2
549118;237;1;1;1;990.168573558135;6;1;1;1;;;;;;;2e+06;5;1;3;1;2;;;;;;2;2;1;1;2;1;;1;1;1;1;1;1;2;4;;2
549297;237;2;1;2;247.437404133375;12;1;1;;;;;1;;;150000;4;2;3;1;2;;;;;;2;2;2;2;2;1;2;2;2;;;;;;;3;2
549307;237;2;1;2;44.4836246287725;11;2;1;;1;;;;;;98;4;1;4;3;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;5;2
549314;237;1;1;1;48.7282342545215;12;1;1;;1;;;;;;1e+05;4;2;3;1;2;;;;;;2;2;2;2;2;1;2;2;2;;;;;;;5;2
549315;237;1;1;1;1930.94000316898;6;1;1;;;;1;;;;320000;5;1;1;1;2;;;;;;2;2;2;2;2;1;;2;2;;;;;;;3;2
549372;237;1;1;1;125.504309902794;10;1;1;;1;;;;;;4e+05;4;1;3;3;2;;;;;;2;2;1;2;2;2;;1;1;1;4;;2;;;;2
549402;237;2;1;2;248.48503875232;11;1;2;;;;;;;;1e+07;3;1;1;1;;;;;;;;2;;2;2;;;2;1;1;1;1;5;1;;;1
549412;237;1;1;1;67.1210972789062;11;1;1;;;;;1;1;1;1e+06;5;1;1;2;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;5;2
549420;237;1;1;1;66.799822264439;10;2;1;;1;;;;;;32000;4;1;4;2;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;3;2
549443;237;2;1;2;315.908735320731;1;3;2;;;;;;;;380000;4;1;1;7;2;;;;;;;2;;2;2;;;2;2;;;;;;;3;2
549483;237;1;1;1;60.4256179324451;6;1;1;;;;;1;;;98;4;1;3;1;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;1;2
549535;237;1;1;1;1111.46346951911;11;3;2;;;;;;;;90000;2;1;4;1;1;1;2;2;2;2;;1;;1;2;;;2;2;;;;;;;5;2
549574;237;1;1;1;57.0950607383074;12;1;1;;;;;1;1;;5e+05;5;1;3;1;2;;;;;;2;2;2;1;2;1;;2;2;;;;;;;6;2
549584;237;1;1;1;67.6643849507507;7;2;1;;1;;;;;;11000;4;1;2;1;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;5;2
549585;237;1;1;1;60.5176936451824;9;1;1;;;;;1;;;30000;4;1;1;1;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;5;2
549604;237;1;1;1;193.629402510043;7;1;1;;1;;;;;;1e+05;4;1;3;1;2;;;;;;2;2;1;2;1;1;;2;2;;;;;;;6;2
549665;237;1;1;1;1465.71039048257;11;1;1;;1;;;;;;260000;3;1;2;2;;;;;;;2;2;1;2;2;2;;2;2;;;;;;;7;2
549673;237;1;1;1;235.280176408714;6;2;2;;;;;;;;5e+06;4;1;3;2;1;1;2;2;1;2;;2;;2;2;;;1;1;1;2;1;5;2;3;;2
549688;237;1;1;1;253.153446492368;3;2;2;;;;;;;;99;2;1;2;2;1;1;2;2;1;2;;2;;2;2;;;1;1;1;2;2;4;2;4;;2
549721;237;1;1;1;887.042117212494;12;1;1;1;1;;;;;;2e+07;1;1;3;1;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;1;2
549722;237;1;1;1;849.665152829196;3;3;2;;;;;;;;8e+05;4;1;2;3;2;;;;;;;1;;2;2;;;2;2;;;;;;;4;2
549727;237;1;1;1;887.042117212494;9;1;1;1;;;;;;;5e+05;5;1;4;1;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;4;2
